Name,Source Title,DOI,Authors,Year,URL,Type,Source,Note
A software service supporting software quality forecasting,"2019 COMPANION OF THE 19TH IEEE INTERNATIONAL CONFERENCE ON SOFTWARE QUALITY, RELIABILITY AND SECURITY (QRS-C 2019)",10.1109/QRS-C.2019.00037,"Manzano, Marti; Ayala, Claudia; Gomez, Cristina; Lopez Cuesta, Lidia",2019,,Conference Paper,Web of Science,EC2
An Approach for the Automated Generation of Engaging Dashboards,ON THE MOVE TO MEANINGFUL INTERNET SYSTEMS: OTM 2019 CONFERENCES,10.1007/978-3-030-33246-4_24,"Aksu, Unal; Del-Rio-Ortega, Adela; Resinas, Manuel; Reijers, Hajo A.",2019,,Conference Paper,Web of Science,OK
BIpm: Combining BI and Process Mining,"PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON DATA SCIENCE, TECHNOLOGY AND APPLICATIONS (DATA)",10.5220/0007741901230128,"Nik, Mohammad Reza Harati; van der Aalst, Wil M. P.; Sani, Mohammadreza Fani",2019,,Conference Paper,Web of Science,EC3
Effective Training Methods for Automatic Musical Genre Classification,"PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON DATA SCIENCE, TECHNOLOGY AND APPLICATIONS (DATA)",10.5220/0007933202750280,"Atsiz, Eren; Albey, Erinc; Kayis, Enis",2019,,Conference Paper,Web of Science,EC3
How to build dashboards for collecting and sharing relevant informations to the strategic level of crisis management: an industrial use case,2019 INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGIES FOR DISASTER MANAGEMENT (ICT-DM 2019),,"Limousin, Philippe; Azzabi, Radhouene; Berge, Louis-Pierre; Dubois, Hubert; Truptil, Sebastien; Le Gall, Luc",2019,,Conference Paper,Web of Science,EC3
Data Governance Reference Model to streamline the supply chain process in SMEs,"PROCEEDINGS OF THE 2019 IEEE XXVI INTERNATIONAL CONFERENCE ON ELECTRONICS, ELECTRICAL ENGINEERING AND COMPUTING (INTERCON)",,"Barrenechea, Oscar; Mendieta, Aaron; Armas, Jimmy; Manuel Madrid, Juan",2019,,Conference Paper,Web of Science,EC3
Cloud Storage Monitoring System analyzing through File Access Pattern,2019 SECOND INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE IN DATA SCIENCE (ICCIDS 2019),,"Devarajan, Augustus A.; SudalaiMuthu, T.",2019,,Conference Paper,Web of Science,EC3
A Learning Analytics Dashboard to Analyse Learning Activities in Interpreter Training Courses,COMPUTER SUPPORTED EDUCATION,10.1007/978-3-030-21151-6_14,"Taibi, Davide; Bianchi, Francesca; Kemkes, Philipp; Marenzi, Ivana",2019,,Conference Paper,Web of Science,EC3
Outlier detection in distribution companies business using real data set,PROCEEDINGS OF 18TH INTERNATIONAL CONFERENCE ON SMART TECHNOLOGIES (IEEE EUROCON 2019),,"Golic, Merisa; Zunic, Emir; Donko, Dzenana",2019,,Conference Paper,Web of Science,EC3
Data Collection and Analysis Framework for Mobile Ad Hoc Network Research,MILCOM 2019 - 2019 IEEE MILITARY COMMUNICATIONS CONFERENCE (MILCOM),,"Arbiv, Scott; Amin, Rahul; Goff, Tom; Street, Dow; Pedan, Igor; Bressler, Larry; Gibbons, Terry; Cheng, Bow-Nan; Timmerman, Chayil",2019,,Conference Paper,Web of Science,EC3
Designing the HRIS digital dashboard model using a CBHRM approach,"4TH ANNUAL APPLIED SCIENCE AND ENGINEERING CONFERENCE, 2019",10.1088/1742-6596/1402/2/022081,"Munthe, A. R. S.; Baswardono, W.; Satria, E.",2019,,Conference Paper,Web of Science,EC3
Designing smart dashboard system towards digital leadership in franchise organizations,"4TH ANNUAL APPLIED SCIENCE AND ENGINEERING CONFERENCE, 2019",10.1088/1742-6596/1402/2/022085,"Nashrulloh, M. R.; Setiawan, R.; Satria, E.; Supriatna, A. D.",2019,,Conference Paper,Web of Science,EC3
A Design and Implementation of Performance Dashboard for the Work Integrated Learning Unit,"2019 13TH INTERNATIONAL CONFERENCE ON SOFTWARE, KNOWLEDGE, INFORMATION MANAGEMENT AND APPLICATIONS (SKIMA)",,"Lumpoon, Pathathai Na; Thiengburanathum, Pree",2019,,Conference Paper,Web of Science,EC3
Design Crawler: A Web Application For Digital Design Metadata Analysis,"2019 20TH INTERNATIONAL WORKSHOP ON MICROPROCESSOR/SOC TEST, SECURITY AND VERIFICATION (MTV 2019)",10.1109/MTV48867.2019.00014,"Hosny, Sherif; Baher, Amr",2019,,Conference Paper,Web of Science,EC3
Investigating Learners' Perception of Learning Analytics Dashboard to Improve Learning Interaction in Online Learning System,2019 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND TECHNOLOGY (ICET),,"Ulfa, Saida; Fattawi, Izzull; Surahman, Ence; Yusuke, Hayashi",2019,,Conference Paper,Web of Science,EC3
Energy Consumption Monitoring and Alert System via IoT,2019 7TH INTERNATIONAL CONFERENCE ON FUTURE INTERNET OF THINGS AND CLOUD (FICLOUD 2019),10.1109/FiCloud.2019.00044,"Soh, Zainal Hisham Che; Hamzah, Imi Hamiza; Abdullah, Syahrul Afzal Che; Shafie, Mohd Affandi; Sulaiman, Siti Noraini; Daud, Kamarulazhar",2019,,Conference Paper,Web of Science,EC2
Towards an ICT Enabler for Enhancing Non-Cognitive Skills in a Lifelong Learning Setting,PROCEEDINGS OF THE 18TH EUROPEAN CONFERENCE ON E-LEARNING (ECEL 2019),10.34190/EEL.19.084,"Mobini, Pooyeh; Karunaratne, Thashmee",2019,,Conference Paper,Web of Science,EC3
Facilitating Data Exploration in Industry 4.0,"ADVANCES IN CONCEPTUAL MODELING, ER 2019",10.1007/978-3-030-34146-6_11,"Berges, Idoia; Julio Ramirez-Duran, Victor; Illarramendi, Arantza",2019,,Conference Paper,Web of Science,EC3
PROJECT BASED INDUSTRIAL AUTOMATION TEACHING WITH LOW COST RASPBERRY-PI BASED EQUIPMENT,"12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI2019)",,"Vilanova, R.; Pedret, C.",2019,,Conference Paper,Web of Science,EC3
Towards A Programmable Analysis and Visualization Framework for Interactive Performance Analytics,PROCEEDINGS OF PROTOOLS 2019: 2019 IEEE/ACM INTERNATIONAL WORKSHOP ON PROGRAMMING AND PERFORMANCE VISUALIZATION TOOLS (PROTOOLS),10.1109/ProTools49597.2019.00015,"Islam, Tanzima Z.; Ayala, Alexis; Jensen, Quentin; Ibrahim, Khaled Z.",2019,,Conference Paper,Web of Science,EC3
INTERACTIVE LEARNER ANALYTICS: INTERACTIVE DASHBOARDS FOR WIDENING ACCESS & PARTICIPATION AND INCLUSIVITY,"12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2019)",,"O'Donnell, C.; Murphy, B.; Hunter, B.",2019,,Conference Paper,Web of Science,EC3
Service-Oriented Architecture for Intelligent Management with Data Analytics and Visualization,2019 IEEE 12TH CONFERENCE ON SERVICE-ORIENTED COMPUTING AND APPLICATIONS (SOCA 2019),10.1109/SOCA.2019.00018,"Lin, Hsuan-Yu; Chiu, Yu-Hsuan; Liao, Wei-Chieh; Chang, Ray-, I",2019,,Conference Paper,Web of Science,EC3
SMART KPI Management System Framework,2019 IEEE 9TH INTERNATIONAL CONFERENCE ON SYSTEM ENGINEERING AND TECHNOLOGY (ICSET),,"Ishak, Zurida; Fong, Sim Liew; Shin, See Cia",2019,,Conference Paper,Web of Science,EC5
Indicators needed to design a student dashboard from lecturers' perspectives: a qualitative study,5TH INTERNATIONAL CONFERENCE ON HIGHER EDUCATION ADVANCES (HEAD'19),10.4995/HEAd19.2019.9415,"Arriaran Olalde, Inigo; Ipina Larranaga, Nagore",2019,,Conference Paper,Web of Science,EC5
Improving Teacher Game Learning Analytics Dashboards through ad-hoc Development,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,,"Calvo-Morata, Antonio; Alonso-Fernandez, Cristina; Perez-Colado, Ivan J.; Freire, Manuel; Martinez-Ortiz, Ivan; Fernandez-Manjon, Baltasar",2019,,Journal Article,Web of Science,EC5
Using Business Analytics for Decision Support in Zero Defect Manufacturing of Composite Parts in the Aerospace Industry,IFAC PAPERSONLINE,10.1016/j.ifacol.2019.11.405,"Zoerrer, Helmut; Steringer, Robert; Zambal, Sebastian; Eitzinger, Christian",2019,,Journal Article,Web of Science,EC3
Dashboard for exploring personalities based on mobile user log data,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,10.3233/JIFS-179357,Binh Thanh Nguyen,2019,,Journal Article,Web of Science,EC3
Performance dashboard for productive families Case application with Wud charity in eastern province of Saudi Arabia,2019 2ND INTERNATIONAL CONFERENCE ON COMPUTER APPLICATIONS & INFORMATION SECURITY (ICCAIS),,"Tanko, Salwa; Al-Saeed, Hawra; Alali, Ruqaya; Alawami, Sara; Brahimi, Samiha; Kirishina, Gomathi",2019,,Conference Paper,Web of Science,EC3
Monitoring Technical Debt in an Industrial Setting,PROCEEDINGS OF EASE 2019 - EVALUATION AND ASSESSMENT IN SOFTWARE ENGINEERING,10.1145/3319008.3319019,"Arvanitou, Elvira-Maria; Ampatzoglou, Apostolos; Bibi, Stamatia; Chatzigeorgiou, Alexander; Stamelos, Ioannis",2019,,Conference Paper,Web of Science,EC3
Athlete-Trainer Interaction Dashboard in Performance Analysis,2019 14TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI),,"Guimaraes, Jose Maria; Pestana, Gabriel",2019,,Conference Paper,Web of Science,EC3
Dashboard to monitor performance of an hotel in the financial perspective,2019 14TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI),,"Santos Lavrador, Ana Margarida; Laureano, Raul M. S.",2019,,Conference Paper,Web of Science,EC3
Goal Setting and Striving in MOOCs: A Peek Inside the Black Box of Learner Behaviour,DIGITAL EDUCATION: AT THE MOOC CROSSROADS WHERE THE INTERESTS OF ACADEMIA AND BUSINESS CONVERGE,10.1007/978-3-030-19875-6_8,"Henderikx, Maartje; Kalz, Marco",2019,,Conference Paper,Web of Science,EC3
The Proposed Dashboard Model for Measuring Performance of Small-Medium Enterprises (SME),INTERNATIONAL JOURNAL OF INTEGRATED ENGINEERING,,"Immawan, Taufiq; Pratiwi, Annisa Indah; Cahyo, Winda Nur",2019,,Journal Article,Web of Science,EC3
Field Test of Wearable Sensors for Hydration Monitoring,2019 SYSTEMS AND INFORMATION ENGINEERING DESIGN SYMPOSIUM (SIEDS),,"Culver, David J.; Colon, Alexander B.; Washington, Deanna R.; Appleton, Maurice G.; Strang, Adam; Alizadeh, Azar; Burns, Andrew; Poliks, Mark; Tossell, Chad C.",2019,,Conference Paper,Web of Science,EC3
Implementation of Environment Parameters Monitoring in a Manufacturing Industry using IOT,2019 5TH INTERNATIONAL CONFERENCE ON ADVANCED COMPUTING & COMMUNICATION SYSTEMS (ICACCS),,"Gayathri, K.",2019,,Conference Paper,Web of Science,EC3
Economic Operation Platform for Power Grid Company,2019 IEEE 4TH INTERNATIONAL CONFERENCE ON CLOUD COMPUTING AND BIG DATA ANALYSIS (ICCCBDA),,Huang Xiaoyun; Huang Andi; Huang Hongyuan; Ouyang Weinian; Zhu Yanting,2019,,Conference Paper,Web of Science,EC5
Towards Hybrid Human-System Regulation: Understanding Children' SRL Support Needs in Blended Classrooms,PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON LEARNING ANALYTICS & KNOWLEDGE (LAK'19),10.1145/3303772.3303780,"Molenaar, Inge; Horvers, Anne; Baker, Ryan S.",2019,,Conference Paper,Web of Science,EC5
A knowledge-based system for overall supply chain performance evaluation: a multi-criteria decision making approach,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,10.1108/SCM-06-2017-0197,"Khan, Sharfuddin Ahmed; Chaabane, Amin; Dweiri, Fikri",2019,,Journal Article,Web of Science,EC5
SMART BUILDINGS: USE CASE FOR MIDDLEWARE FOR DATA VISUALIZATION AND DATA ANALYTICS,UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES C-ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,,"Chitu, Claudia; Sgarciu, Valentin",2019,,Journal Article,Web of Science,EC3
PRINCIPLES FOR THE DESIGN AND DEVELOPMENT OF DASHBOARDS: LITERATURE REVIEW,PROCEEDINGS OF INTCESS 2019- 6TH INTERNATIONAL CONFERENCE ON EDUCATION AND SOCIAL SCIENCES,,"Abduldaem, Asmaa; Gravell, Andy",2019,,Conference Paper,Web of Science,EC3
A Proposed Web Based Real Time Brain Computer Interface (BCI) System for Usability Testing,INTERNATIONAL JOURNAL OF ONLINE AND BIOMEDICAL ENGINEERING,10.3991/ijoe.v15i08.10406,"Puwakpitiyage, C. A. Hewawasam; Rao, V. R. Paramesura; Azizi, M. S. A. Muhammad; Tee, W. J.; Mumgesan, R. K.; Hamzah, M. D.",2019,,Journal Article,Web of Science,EC3
A Proposed Web Based Real Time Brain Computer Interface (BCI) System for Usability Testing,INTERNATIONAL JOURNAL OF ONLINE AND BIOMEDICAL ENGINEERING,10.3991/ijoe.v15i07.10447,"Puwakpitiyage, C. A. Hewawasam; Rao, V. R. Paramesura; Azizi, M. S. A. Muhammad; Tee, W. J.; Murugesan, R. K.; Hamzah, M. D.",2019,,Journal Article,Web of Science,EC3
Data-focused managerial challenges within the hotel sector,TOURISM REVIEW,10.1108/TR-03-2017-0064,"Lamest, Markus; Brady, Mairead",2019,,Journal Article,Web of Science,EC3
A dashboard for controlling polarization in personalization,AI COMMUNICATIONS,10.3233/AIC-180606,"Celis, L. Elisa; Kapoor, Sayash; Salehi, Farnood; Keswani, Vijay; Vishnoi, Nisheeth K.",2019,,Journal Article,Web of Science,EC3
Role-Tailored Map Dashboards-A New Approach for Enhancing the Forest-based Supply Chain,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,10.3390/ijgi8010041,"Atzl, Caroline; Scholz, Johannes; Vockner, Bernhard; Mittlboeck, Manfred; Knoth, Laura",2019,,Journal Article,Web of Science,EC3
MVC Architecture: A Comparative Study Between Laravel Framework and Slim Framework in Freelancer Project Monitoring System Web Based,4TH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND COMPUTATIONAL INTELLIGENCE (ICCSCI 2019) : ENABLING COLLABORATION TO ESCALATE IMPACT OF RESEARCH RESULTS FOR SOCIETY,10.1016/j.procs.2019.08.150,"Sunardi, Andri; Suharjito",2019,,Conference Paper,Web of Science,EC3
Andromeda: A Personalised Crisis Management Training Toolkit,"GAMES AND LEARNING ALLIANCE, GALA 2019",10.1007/978-3-030-34350-7_14,"Blom, Paris Mavromoustakos; Bakkes, Sander; Spronck, Pieter",2019,,Conference Paper,Web of Science,EC3
Information Dashboards and Tailoring Capabilities - A Systematic Literature Review,IEEE ACCESS,10.1109/ACCESS.2019.2933472,"Vazquez-Ingelmo, Andrea; Garcia-Penalvo, Francisco J.; Theron, Roberto",2019,,Journal Article,Web of Science,EC3
Harnessing a Currency Matrix' for Performance Measurement in Cooperatives: A Multi-Phased Study,SUSTAINABILITY,10.3390/su10124536,"Benos, Theo; Kalogeras, Nikos; Wetzels, Martin; de Ruyter, Ko; Pennings, Joost M. E.",2018,,Journal Article,Web of Science,EC3
Developing dashboards for SMEs to improve performance of productive equipment and processes,JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,10.1016/j.jii.2018.02.003,"Vilarinho, Sandrina; Lopes, Isabel; Sousa, Sergio",2018,,Journal Article,Web of Science,EC3
KNOWLEDGE-ENABLED PERSONALIZED DASHBOARD FOR ASTHMA MANAGEMENT IN CHILDREN,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,10.1016/j.anai.2018.09.134,"Venkataramanan, R.; Sridharan, V.; Kadariya, D.; Sheth, A.; Thirunarayan, K.; Kalra, M.",2018,,Journal Article,Web of Science,EC3
Building a cancer registry performance dashboard by leveraging existing workflow documents at a comprehensive cancer center.,JOURNAL OF CLINICAL ONCOLOGY,10.1200/JCO.2018.36.30_suppl.296,"Yakowec, Jing Jing Wang; Stendhal, Ingrid; Lakhani, Hakim; Jacobson, Joseph O.",2018,,Journal Article,Web of Science,EC5
Teacher facilitation support in ubiquitous learning environments,TECHNOLOGY PEDAGOGY AND EDUCATION,10.1080/1475939X.2018.1544587,"Mottus, Alex; Kinshuk; Chen, Nian-Shing; Graf, Sabine; Alturki, Uthman; Aldraiweesh, Ahmed",2018,,Journal Article,Web of Science,EC3
Leveraging a design of experiments methodology to enhance impacts of modeling and simulations for engineered resilient systems,JOURNAL OF DEFENSE MODELING AND SIMULATION-APPLICATIONS METHODOLOGY TECHNOLOGY-JDMS,10.1177/1548512918765701,"MacCalman, Alex D.; Goerger, Simon R.",2018,,Journal Article,Web of Science,EC3
Building a Decision Dashboard for Improving Green Supply Chain Management,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,10.1142/S0219622018500281,"Chuang, Yen-Ching; Hu, Shu-Kung; Liou, James J. H.; Lo, Huai-Wei",2018,,Journal Article,Web of Science,EC3
1-D versus 2-D Entropy Velocity Law for Water Discharge Assessment in a Rough Ditch,ENTROPY,10.3390/e20090638,"Greco, Michele; Martino, Giovanni",2018,,Journal Article,Web of Science,EC3
Increasing productivity with smartphone digital imagery wound measurements and analysis,JOURNAL OF WOUND CARE,10.12968/jowc.2018.27.Sup9a.S12,"Nair, Harikrishna K. R.",2018,,Journal Article,Web of Science,EC2
CLINICIAN DASHBOARD FOR PERSONALIZED PREDICTION OF RAPID FEV1 DECLINE,PEDIATRIC PULMONOLOGY,,"Szczesniak, R. D.; Grossoehme, D. H.; Brokamp, C.; Su, W.; McPhail, G. L.; Seid, M.; Pestian, J.; Clancy, J. P.",2018,,Journal Article,Web of Science,EC3
MS-Ready structures for non-targeted high-resolution mass spectrometry screening studies,JOURNAL OF CHEMINFORMATICS,10.1186/s13321-018-0299-2,"McEachran, Andrew D.; Mansouri, Kamel; Grulke, Chris; Schymanski, Emma L.; Ruttkies, Christoph; Williams, Antony J.",2018,,Journal Article,Web of Science,EC3
Keshif: Rapid and Expressive Tabular Data Exploration for Novices,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,10.1109/TVCG.2017.2723393,"Yalcin, Mehmet Adil; Elmqvist, Niklas; Bederson, Benjamin B.",2018,,Journal Article,Web of Science,EC3
Diagnostic performance dashboards: tracking diagnostic errors using big data,BMJ QUALITY & SAFETY,10.1136/bmjqs-2018-007945,"Mane, Ketan K.; Rubenstein, Kevin B.; Nassery, Najlla; Sharp, Adam L.; Shamim, Ejaz A.; Sangha, Navdeep S.; Hassoon, Ahmed; Fanai, Mehdi; Wang, Zheyu; Newman-Toker, David E.",2018,,Journal Article,Web of Science,EC3
Dashboards for Therapeutic Monoclonal Antibodies: Learning and Confirming,AAPS JOURNAL,10.1208/s12248-018-0237-2,"Mould, Diane R.; Upton, Richard N.; Wojciechowski, Jessica; Phan, Becky L.; Tse, Stacy; Dubinsky, Marla C.",2018,,Journal Article,Web of Science,EC3
Prediction of Individual Serum Infliximab Concentrations in Inflammatory Bowel Disease by a Bayesian Dashboard System,JOURNAL OF CLINICAL PHARMACOLOGY,10.1002/jcph.1069,"Eser, Alexander; Primas, Christian; Reinisch, Sieglinde; Vogelsang, Harald; Novacek, Gottfried; Mould, Diane R.; Reinisch, Walter",2018,,Journal Article,Web of Science,EC3
Call for action: how to improve use of patient-reported outcomes to guide clinical decision making in rheumatoid arthritis,RHEUMATOLOGY INTERNATIONAL,10.1007/s00296-018-4005-5,"Fautrel, Bruno; Alten, Rieke; Kirkham, Bruce; de la Torre, Inmaculada; Durand, Frederick; Barry, Jane; Holzkaemper, Thorsten; Fakhouri, Walid; Taylor, Peter C.",2018,,Journal Article,Web of Science,EC3
Automated work cycle classification and performance measurement for manual work stations,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,10.1016/j.rcim.2017.12.001,"Bauters, Karel; Cottyn, Johannes; Claeys, Dieter; Slembrouck, Maarten; Veelaert, Peter; van Landeghem, Hendrik",2018,,Journal Article,Web of Science,EC3
Implementation of the RCOG guidelines for prevention of obstetric anal sphincter injuries (OASIS) at two London Hospitals: A time series analysis,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,10.1016/j.ejogrb.2018.03.021,"Mohiudin, Henna; Ali, Sajjad; Pisal, Pradyna N.; Villar, Rose",2018,,Journal Article,Web of Science,EC3
EFFECT OF AN AUTOMATED PATIENT DASHBOARD USING ACTIVE CHOICE AND PEER COMPARISON PERFORMANCE FEEDBACK TO PHYSICIANS ON STATIN PRESCRIBING: THE PRESCRIBE RANDOMIZED CLINICAL TRIAL,JOURNAL OF GENERAL INTERNAL MEDICINE,,"Patel, Mitesh; Kurtzman, Gregory W.; Kannan, Sneha; Small, Dylan; Morris, Alexander; Honeywell, Steven; Leri, Damien; Rareshide, Charles; Day, Susan C.; Mahoney, Kevin; Volpp, Kevin G.; Asch, David A.",2018,,Journal Article,Web of Science,EC3
Strategy on a Page: An ArchiMate-based tool for visualizing and designing strategy,INTELLIGENT SYSTEMS IN ACCOUNTING FINANCE & MANAGEMENT,10.1002/isaf.1423,"Aldea, Adina; Iacob, Maria-Eugenia; van Hillegersberg, Jos; Quartel, Dick; Franken, Henry",2018,,Journal Article,Web of Science,EC3
Improving Performance of Mammographic Breast Positioning in an Academic Radiology Practice,AMERICAN JOURNAL OF ROENTGENOLOGY,10.2214/AJR.17.18212,"Pal, Sunita; Ikeda, Debra M.; Jesinger, Robert A.; Mickelsen, L. Jake; Chen, Christina A.; Larson, David B.",2018,,Journal Article,Web of Science,EC3
Designing and implementing a dashboard to monitor mentor performance for a STEM persistance program,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,"Ma, Alex; Gerald, Korenowski; Colon, Wilfredo",2018,,Journal Article,Web of Science,EC3
Integrating the Features of Knowledge Management (KM) and Business Intelligence (BI) for Developing Organizational Performance Framework-A Diagnostics Dashboard,ADVANCED SCIENCE LETTERS,10.1166/as1.2018.11163,"Al Jayakrishnan, Mailasan; Bin Mohamad, Abdul Karim; Yusof, Mokhtar Bin Mohd",2018,,Journal Article,Web of Science,EC3
Integrated Architecture of Data Warehouse with Business Intelligence Technologies,2018 24TH IEEE INTERNATIONAL CONFERENCE ON AUTOMATION AND COMPUTING (ICAC' 18),,"ul Hassan, Ch Anwar; Irfan, Rizwana; Shah, Munam Ali",2018,,Conference Paper,Web of Science,EC3
Analysis and Design of Decision Support System Dashboard for Predicting Student Graduation Time,"2018 5TH INTERNATIONAL CONFERENCE ON ELECTRICAL ENGINEERING, COMPUTER SCIENCE AND INFORMATICS (EECSI 2018)",,"Wibowo, Satrio; Andreswari, Rachmadita; Hasibuan, Muhammad Azani",2018,,Conference Paper,Web of Science,EC3
"Building a Machine Learning Model for the SOC, by the Input from the SOC, and Analyzing it for the SOC",2018 IEEE SYMPOSIUM ON VISUALIZATION FOR CYBER SECURITY (VIZSEC 2018),,"Sopan, Awalin; Berninger, Matthew; Mulakaluri, Murali; Katakam, Raj",2018,,Conference Paper,Web of Science,EC3
Collaborative Tool for the Construction Site to Enhance Lean Project Delivery,"COOPERATIVE DESIGN, VISUALIZATION, AND ENGINEERING: 15TH INTERNATIONAL CONFERENCE, CDVE 2018",10.1007/978-3-030-00560-3_26,"Ratajczak, Julia; Schimanski, Christoph Paul; Marcher, Carmen; Riedl, Michael; Matt, Dominik T.",2018,,Conference Paper,Web of Science,EC3
Use of Attentive Information Dashboards to Support Task Resumption in Working Environments,2018 ACM SYMPOSIUM ON EYE TRACKING RESEARCH & APPLICATIONS (ETRA 2018),10.1145/3204493.3208348,"Toreini, Peyman; Langner, Moritz; Maedche, Alexander",2018,,Conference Paper,Web of Science,EC5
Personalizing Computer Science Education by Leveraging Multimodal Learning Analytics,2018 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE),,"Azcona, David; Hsiao, I-Han; Smeaton, Alan F.",2018,,Conference Paper,Web of Science,EC3
A Framework for Descriptive Models Quality Assessment,2018 4TH IEEE INTERNATIONAL SYMPOSIUM ON SYSTEMS ENGINEERING (ISSE),,"Ernadote, Dominique",2018,,Conference Paper,Web of Science,EC3
Clustering Tourism Object in Bali Province Using K-Means and X-Means Clustering Algorithm,IEEE 20TH INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS / IEEE 16TH INTERNATIONAL CONFERENCE ON SMART CITY / IEEE 4TH INTERNATIONAL CONFERENCE ON DATA SCIENCE AND SYSTEMS (HPCC/SMARTCITY/DSS),10.1109/HPCC/SmartCity/DSS.2018.00241,"Monica, Stephanie; Natalia, Friska; Sudirman, Sud",2018,,Conference Paper,Web of Science,EC3
DEVELOPMENT OF CYCLE COUNTING MONITORING DASHBOARD WITH BUFFER TIME MANAGEMENT FOR COCOA COMPANY,"2018 12TH INTERNATIONAL CONFERENCE ON TELECOMMUNICATION SYSTEMS, SERVICES, AND APPLICATIONS (TSSA)",,"Mahtamtama, Eriko; Ridwan, Ari Yanuar; Santosa, Budi",2018,,Conference Paper,Web of Science,EC3
SCOR and AHP Based Monitoring Dashboard to Measure Rice Sourcing Performance at Indonesian Bureau of Logistics,"2018 12TH INTERNATIONAL CONFERENCE ON TELECOMMUNICATION SYSTEMS, SERVICES, AND APPLICATIONS (TSSA)",,"Novar, Muhammad Fadil; Ridwan, Ari Yanuar; Santosa, Budi",2018,,Conference Paper,Web of Science,EC3
Sensor for Real-Time Animal Condition and Movement Monitoring,2018 IEEE SENSORS,10.1109/ICSENS.2018.8589821,"Kaidarova, Altynay; Karimi, Muhammad Akram; Amara, Selma; Sharnim, Atif; Gerali, Nathan R.; Duarte, Carlos Ivi; Kosel, Jurgen",2018,,Conference Paper,Web of Science,EC3
The Design and Implementation of Data Visualization for Integrated Referral and Service System,2018 INTERNATIONAL CONFERENCE ON ICT FOR RURAL DEVELOPMENT (IC-ICT RUDEV),,"Mahatma, Kodrat; Waseso, Bayu; Darwin, Wirdawati",2018,,Conference Paper,Web of Science,EC3
Deep Multisensor Dashboard for Composition Layer of Web of Things in the Smart City,2018 9TH INTERNATIONAL SYMPOSIUM ON TELECOMMUNICATIONS (IST),,"Sanaei, Sina; Majidi, Babak; Akhtarkavan, Ehsan",2018,,Conference Paper,Web of Science,EC3
Data Warehouse Development For Flight Reservation System,2018 INDONESIAN ASSOCIATION FOR PATTERN RECOGNITION INTERNATIONAL CONFERENCE (INAPR),,"Alfredo, Yoel Frans; Girsang, Abba Suganda; Isa, Sani Muhamad; Fajar, Ahmad Nurul",2018,,Conference Paper,Web of Science,EC3
City Dashboards and the Achilles' Heel of Smart Cities: Putting Governance in Action and in Space,"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2018, PT III",10.1007/978-3-319-95168-3_44,"Balletto, Ginevra; Borruso, Giuseppe; Donato, Carlo",2018,,Conference Paper,Web of Science,EC3
Domain engineering for generating dashboards to analyze employment and employability in the academic context,SIXTH INTERNATIONAL CONFERENCE ON TECHNOLOGICAL ECOSYSTEMS FOR ENHANCING MULTICULTURALITY (TEEM'18),10.1145/3284179.3284329,"Vazquez-Ingelmo, Andrea; Garcia-Penalvo, Francisco J.; Theron, Roberto",2018,,Conference Paper,Web of Science,EC3
CitizenHelper-Adaptive: Expert-augmented Streaming Analytics System for Emergency Services and Humanitarian Organizations,2018 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING (ASONAM),,"Pandey, Rahul; Purohit, Hemant",2018,,Conference Paper,Web of Science,EC3
