Name,Source Title,DOI,Authors,Year,URL,Type,Source,Note
Learning Analytics Data Flow and Visualizing for Ubiquitous Learning Logs in LMS and Learning Analytics Dashboard,"Distributed, Ambient and Pervasive Interactions",10.1007/978-3-030-50344-4_39,Songran LiuKousuke MouriHiroaki Ogata,2020,http://link.springer.com/chapter/10.1007/978-3-030-50344-4_39,Conference Paper,SpringerLink,EC3
Evaluating Student-Facing Learning Dashboards of Affective States,Data Driven Approaches in Digital Education,10.1007/978-3-319-66610-5_17,Gayane SedrakyanDerick LeonyPedro J. Muñoz-MerinoCarlos Delgado KloosKatrien Verbert,2017,http://link.springer.com/chapter/10.1007/978-3-319-66610-5_17,Conference Paper,SpringerLink,EC3
A Productivity Dashboard for Hospitals: An Empirical Study,"Information Systems: Research, Development, Applications, Education",10.1007/978-3-030-00060-8_14,Miguel PestanaRúben PereiraSérgio Moro,2018,http://link.springer.com/chapter/10.1007/978-3-030-00060-8_14,Conference Paper,SpringerLink,EC3
Design and Implementation of Business Intelligence Dashboard for Project Control at the Port Harbor-Company,Intelligent Information and Database Systems,10.1007/978-981-15-3380-8_9,Ford Lumban GaolArsyan SyahirTokuro Matsuo,2020,http://link.springer.com/chapter/10.1007/978-981-15-3380-8_9,Conference Paper,SpringerLink,EC5
Application of Domain Engineering to Generate Customized Information Dashboards,Learning and Collaboration Technologies. Learning and Teaching,10.1007/978-3-319-91152-6_40,Andrea Vázquez-IngelmoFrancisco J. García-PeñalvoRoberto Therón,2018,http://link.springer.com/chapter/10.1007/978-3-319-91152-6_40,Conference Paper,SpringerLink,EC3
Performance Dashboards for Project Management,"Advances in Data Science, Cyber Security and IT Applications",10.1007/978-3-030-36368-0_19,Samiha BrahimiAseel AljulaudAnwar AlsaiahNorah AlGuraibiMariam AlrubeiHaneen Aljamaan,2019,http://link.springer.com/chapter/10.1007/978-3-030-36368-0_19,Conference Paper,SpringerLink,EC5
Navigation Support in Evolving Open-Source Communities by a Web-Based Dashboard,Open Source Software: Mobile Open Source Technologies,10.1007/978-3-642-55128-4_2,Anna HannemannKristjan LiivaRalf Klamma,2014,http://link.springer.com/chapter/10.1007/978-3-642-55128-4_2,Conference Paper,SpringerLink,EC3
"Effects of a Teacher Dashboard for an Intelligent Tutoring System on Teacher Knowledge, Lesson Planning, Lessons and Student Learning",Data Driven Approaches in Digital Education,10.1007/978-3-319-66610-5_23,Françeska XhakajVincent AlevenBruce M. McLaren,2017,http://link.springer.com/chapter/10.1007/978-3-319-66610-5_23,Conference Paper,SpringerLink,EC3
Carrying Capacity Dashboard Analyses—Australian Case Studies of Populations Scaled to Place,Urban Environment,10.1007/978-94-007-7756-9_3,Murray LaneLes Dawes,2013,http://link.springer.com/chapter/10.1007/978-94-007-7756-9_3,Conference Paper,SpringerLink,EC3
Selecting the Right Visualization of Indicators and Measures – Dashboard Selection Model,Software Measurement,10.1007/978-3-319-24285-9_9,Miroslaw StaronKent NieselWilhelm Meding,2015,http://link.springer.com/chapter/10.1007/978-3-319-24285-9_9,Conference Paper,SpringerLink,EC2
Exploring Large Stereoscopic 3D Dashboards for Future Automotive User Interfaces,Advances in Human Aspects of Transportation,10.1007/978-3-319-93885-1_45,Florian WeidnerWolfgang Broll,2019,http://link.springer.com/chapter/10.1007/978-3-319-93885-1_45,Conference Paper,SpringerLink,EC4
City Dashboards: The Case of Trieste,Computational Science and Its Applications – ICCSA 2017,10.1007/978-3-319-62401-3_52,Oscar Brunetto,2017,http://link.springer.com/chapter/10.1007/978-3-319-62401-3_52,Conference Paper,SpringerLink,EC3
City Dashboards and the Achilles’ Heel of Smart Cities: Putting Governance in Action and in Space,Computational Science and Its Applications – ICCSA 2018,10.1007/978-3-319-95168-3_44,Ginevra BallettoGiuseppe BorrusoCarlo Donato,2018,http://link.springer.com/chapter/10.1007/978-3-319-95168-3_44,Conference Paper,SpringerLink,EC3
A Dashboard for Lean Companies: A Proposed Model with the Collaboration of Ten Large Italian Enterprises,"Entrepreneurship, Business and Economics - Vol. 1",10.1007/978-3-319-27570-3_25,Andrea PayaroAnna Rita Papa,2016,http://link.springer.com/chapter/10.1007/978-3-319-27570-3_25,Conference Paper,SpringerLink,EC5
Developing a Dashboard for Evaluating Higher Education Indicators (in Morocco),Europe and MENA Cooperation Advances in Information and Communication Technologies,10.1007/978-3-319-46568-5_26,Kamal ZouhriSaad ElouardirhiAbdellah Youssfi,2017,http://link.springer.com/chapter/10.1007/978-3-319-46568-5_26,Conference Paper,SpringerLink,EC3
Redesign and Assessment of Two Passenger Car Dashboard Warning Icons in India,Advanced Manufacturing Systems and Innovative Product Design,10.1007/978-981-15-9853-1_25,Sourav BhattacharyaDhananjay Singh Bisht,2021,http://link.springer.com/chapter/10.1007/978-981-15-9853-1_25,Conference Paper,SpringerLink,EC3
Addressing Fine-Grained Variability in User-Centered Software Product Lines: A Case Study on Dashboards,New Knowledge in Information Systems and Technologies,10.1007/978-3-030-16181-1_80,Andrea Vázquez-IngelmoFrancisco J. García-PeñalvoRoberto Therón,2019,http://link.springer.com/chapter/10.1007/978-3-030-16181-1_80,Conference Paper,SpringerLink,EC3
Distraction-Free Car Dashboard Control Through Gesture Recognition,"Applications of Computing, Automation and Wireless Systems in Electrical Engineering",10.1007/978-981-13-6772-4_79,Aneesh D. JoshiChinmayee D. JoshiAbhishek M. KarambelkarS. B. Somani,2019,http://link.springer.com/chapter/10.1007/978-981-13-6772-4_79,Conference Paper,SpringerLink,EC3
Web-Based Executive Dashboard Reports for Public Works Clients in Construction Industry,New Knowledge in Information Systems and Technologies,10.1007/978-3-030-16184-2_28,Alvansazyazdi MohammadfaridNelson Esteban Salgado ReyesAmir Hossein BorgheiAlejandro Miguel Camino SolórzanoMaria Susana Guzmán RodríguezMario Augusto Rivera Valenzuela,2019,http://link.springer.com/chapter/10.1007/978-3-030-16184-2_28,Conference Paper,SpringerLink,EC3
Restructuring Dynamically Analytical Dashboards Based on Usage Profiles,Foundations of Intelligent Systems,10.1007/978-3-319-08326-1_45,Orlando BeloPaulo RodriguesRui BarrosHelena Correia,2014,http://link.springer.com/chapter/10.1007/978-3-319-08326-1_45,Conference Paper,SpringerLink,OK
"The Impact of Personality, Attitude and Visual Decision-Making Dashboard Tools on the Learning Engagement of Economist Students","Methodologies and Intelligent Systems for Technology Enhanced Learning, 10th International Conference",10.1007/978-3-030-52538-5_12,Liana StancaCristina FeleaRomeo StancaMirela Pintea,2020,http://link.springer.com/chapter/10.1007/978-3-030-52538-5_12,Conference Paper,SpringerLink,EC2
Learning Analytics Dashboard for Motivation and Performance,Intelligent Tutoring Systems,10.1007/978-3-030-49663-0_51,Damien S. FleurWouter van den BosBert Bredeweg,2020,http://link.springer.com/chapter/10.1007/978-3-030-49663-0_51,Conference Paper,SpringerLink,EC3
Research on Vehicle’s Combination Dashboard Diagnostic Protocol Stack,Proceedings of the 3rd International Conference on Electrical and Information Technologies for Rail Transportation (EITRT) 2017,10.1007/978-981-10-7986-3_61,Yanming LiFeng GaoYongliang NiTingting Wu,2018,http://link.springer.com/chapter/10.1007/978-981-10-7986-3_61,Conference Paper,SpringerLink,EC5
